scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,date first observation,date last observation,degree of establishment,introduction pathway,pathway lien,remarks,native range,realm,Source,abundance,threat status,host (normaal niet invullen),date added,added by,verified by
"Solenopsis fugax (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Stenamma debile (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Stenamma,species,ICZN,Flanders,BE,present,1920,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Stenamma debile (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Stenamma,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Stenamma debile (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Stenamma,species,ICZN,Brussels,BE,present,1920,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Stenamma westwoodii (Westwood, 1839)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Stenamma,species,ICZN,Flanders,BE,present,1938,2020,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Strongylognathus testaceus (Schenck, 1852)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Strongylognathus,species,ICZN,Flanders,BE,present,1977,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Strongylognathus testaceus (Schenck, 1852)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Strongylognathus,species,ICZN,Wallonia,BE,doubtful,1910,1910,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tapinoma erraticum (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,Flanders,BE,present,1977,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tapinoma erraticum (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,Wallonia,BE,present,1867,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tapinoma erraticum (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,Brussels,BE,present,2009,2009,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,DD,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tapinoma subboreale Seifert, 2011",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,Flanders,BE,present,1987,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tapinoma subboreale Seifert, 2011",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,Wallonia,BE,present,1920,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax affinis (Mayr, 1855)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Flanders,BE,present,1997,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax affinis (Mayr, 1855)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,2004,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax albipennis (Curtis, 1854)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,2000,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax interruptus (Schenck, 1852)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax nigriceps (Mayr, 1855)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,1899,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax nigriceps (Mayr, 1855)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Flanders,BE,present,2011,2011,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax nylanderi (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Flanders,BE,present,1977,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax nylanderi (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax nylanderi (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Brussels,BE,present,2005,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax parvulus (Schenck, 1852)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,NT,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax tuberum (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,doubtful,1977,1977,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax unifasciatus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Wallonia,BE,present,1881,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Temnothorax unifasciatus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,species,ICZN,Flanders,BE,present,2004,2022,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium caespitum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium caespitum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Wallonia,BE,present,1920,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium caespitum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Brussels,BE,present,1908,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,DD,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium impurum (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Flanders,BE,present,1973,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium impurum (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Tetramorium impurum (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN,Brussels,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
