language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:ba54c9e02aa7375a79d8c29d41f60857,"Myrmica lonae Finzi, 1926",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:be9aff4bed71eda660ce70d34dd71706,"Myrmica sabuleti Meinert, 1861",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:c356f924f3224daf06db73deb2c17c43,"Myrmica scabrinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:c64ca1e6a2e2f6518f42088455bf18bc,"Myrmica microrubra Seifert, 1993 nu microgyne van Myrmica rubra",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,form,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:c6e10211be650b9c74ca32bd9930d357,"Tetramorium caespitum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:c808a688b829ad45549f10ba25566e79,"Crematogaster scutellaris (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:d0eab93aa281c27f696762c1d4cf748e,"Myrmecina graminicola Latreille, 1802",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:d620e1aaa3fbe996ae7b43fc1ca55519,"Lasius distinguendis (Emery, 1916)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:ddbb5ce35177e1553bb60654894bb7e2,"Lasius emarginatus (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:de95033bfeb65c7c317712308d84d479,"Myrmica lobicornis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:dedd214fbf3dd266b0e95bb333182813,"Myrmica karavajevi (Arnol'di, 1930)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:df8dfa1992165b458884b9dce3330daf,"Lasius sabularum (Bondroit, 1918)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:e05ab634ff279f40c68efb49a827234a,"Pheidole anastasii Emery, 1896",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:ebb0d24754105a1e70c0e5dcdd4bfb65,"Formica pratensis Retzius, 1783",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:ebf2c57b0319ced5bd44208bd306866f,"Lasius myops Forel, 1894",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:f3a0c5f856c771f90a05d57306195acf,Myrmica vandeli Bondroit 1920,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:f9cc3be38e6ef12ad8731ddce73e0c7e,"Camponotus fallax (Nylander, 1856)",,,,,,Camponotus,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:fd373fcdb559cd7b0c5c6099a703533f,"Monomorium pharaonis (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,species,ICZN
